cve_munedo,Periodo,confirmados,negativos,sospechoso,defuncion,activos,Activos_periodo,Muerte_acumuladas,Confirmados_acumulados
7016,202004,1,5,0,0,0,1,0,1
7016,202005,2,1,0,0,0,1,0,3
7016,202006,3,0,0,0,0,0,0,6
7016,202007,5,2,0,2,0,2,2,11
7016,202008,3,6,0,0,0,1,2,14
7017,202003,0,4,0,0,0,0,0,0
7017,202004,0,6,0,0,0,0,0,0
7017,202005,4,6,0,1,0,2,1,4
7017,202006,7,5,1,4,0,1,5,11
7017,202007,13,8,0,5,0,7,10,24
7017,202008,12,9,0,1,0,0,11,36
7018,202004,0,3,0,0,0,0,0,0
7018,202006,2,0,0,0,0,0,0,2
7018,202007,0,5,0,0,0,0,0,2
7018,202008,0,1,0,0,0,0,0,2
7019,202003,0,3,0,0,0,0,0,0
7019,202004,7,10,0,3,0,3,3,7
7019,202005,41,24,0,10,0,28,13,48
7019,202006,71,34,1,15,0,9,28,119
7019,202007,28,50,1,2,0,9,30,147
7019,202008,22,83,2,1,1,2,31,169
7019,202009,0,1,5,0,0,0,31,169
7020,202003,0,1,0,0,0,0,0,0
7020,202004,0,1,0,0,0,0,0,0
7020,202005,0,1,0,0,0,0,0,0
7020,202006,5,0,0,2,0,0,2,5
7020,202007,1,0,0,0,0,0,2,6
7020,202008,7,5,0,0,0,0,2,13
7021,202004,0,2,0,0,0,0,0,0
7021,202005,1,2,0,0,0,0,0,1
7021,202006,1,0,0,1,0,0,1,2
7021,202007,2,0,0,0,0,1,1,4
7022,202007,0,1,0,0,0,0,0,0
7022,202008,1,5,0,0,0,0,0,1
7023,202004,0,1,0,0,0,0,0,0
7023,202005,1,0,0,1,0,0,1,1
7023,202008,0,7,0,0,0,0,1,1
7023,202009,0,0,1,0,0,0,1,1
7024,202007,0,2,0,0,0,0,0,0
7024,202008,1,6,0,0,0,0,0,1
7025,202006,1,0,0,1,0,0,1,1
7026,202004,1,0,0,0,0,1,0,1
7026,202005,1,2,0,0,0,0,0,2
7026,202007,0,1,0,0,0,0,0,2
7026,202008,0,6,0,0,0,0,0,2
7027,202003,1,2,0,0,0,1,0,1
7027,202004,7,13,0,1,0,4,1,8
7027,202005,62,29,0,10,0,42,11,70
7027,202006,61,13,1,20,0,6,31,131
7027,202007,12,10,2,3,0,2,34,143
7027,202008,5,28,1,0,0,1,34,148
7027,202009,0,0,1,0,0,0,34,148
7028,202004,0,1,0,0,0,0,0,0
7028,202005,3,0,0,1,0,1,1,3
7028,202006,3,1,0,0,0,2,1,6
7028,202007,1,0,0,1,0,0,2,7
7029,202004,1,0,0,0,0,0,0,1
7029,202006,1,0,0,0,0,0,0,2
7030,202004,1,0,0,0,0,0,0,1
7030,202005,3,2,0,1,0,1,1,4
7030,202006,0,1,0,0,0,0,1,4
7030,202008,1,6,0,0,0,0,1,5
7031,202004,0,2,0,0,0,0,0,0
7031,202005,1,1,1,0,0,0,0,1
7031,202006,2,1,0,0,0,2,0,3
7031,202007,0,2,0,0,0,0,0,3
7031,202008,0,3,0,0,0,0,0,3
7032,202004,1,0,0,0,0,1,0,1
7032,202005,4,0,0,0,0,4,0,5
7032,202006,2,1,0,0,0,1,0,7
7032,202007,3,1,0,1,0,0,1,10
7032,202008,0,1,0,0,0,0,1,10
7033,202005,0,1,0,0,0,0,0,0
7033,202007,1,1,0,1,0,0,1,1
7033,202008,0,4,0,0,0,0,1,1
7034,202004,1,2,0,0,0,0,0,1
7034,202005,12,8,0,6,0,4,6,13
7034,202006,16,6,0,4,0,3,10,29
7034,202007,2,6,0,0,0,1,10,31
7034,202008,1,4,0,0,0,0,10,32
7035,202004,0,1,0,0,0,0,0,0
7035,202005,1,1,0,0,0,1,0,1
7035,202006,4,1,0,0,0,1,0,5
7035,202007,1,0,0,1,0,0,1,6
7035,202008,1,1,0,0,1,1,1,7
7036,202005,1,0,0,1,0,0,1,1
7036,202007,0,0,1,0,0,0,1,1
7037,202004,0,1,0,0,0,0,0,0
7037,202005,15,1,0,5,0,10,5,15
7037,202006,20,2,1,7,0,8,12,35
7037,202007,1,3,0,1,0,0,13,36
7037,202008,0,6,2,0,0,0,13,36
7037,202009,0,0,1,0,0,0,13,36
7038,202005,1,1,0,1,0,1,1,1
7038,202006,1,0,0,0,0,0,1,2
7038,202007,0,1,0,0,0,0,1,2
7038,202008,0,5,0,0,0,0,1,2
7039,202005,0,1,0,0,0,0,0,0
7039,202006,0,1,0,0,0,0,0,0
7040,202003,0,1,0,0,0,0,0,0
7040,202004,1,3,0,0,0,0,0,1
7040,202005,44,13,2,7,0,25,7,45
7040,202006,49,12,0,11,0,7,18,94
7040,202007,10,2,1,3,0,2,21,104
7040,202008,1,5,2,0,0,0,21,105
7041,202003,0,1,0,0,0,0,0,0
7041,202004,2,1,0,1,0,0,1,2
7041,202005,2,0,0,0,0,2,1,4
7041,202006,2,1,0,0,0,0,1,6
7041,202007,1,1,0,0,0,0,1,7
7041,202008,1,5,0,0,0,0,1,8
7042,202004,0,1,0,0,0,0,0,0
7042,202005,2,1,0,0,0,1,0,2
7042,202006,2,0,0,0,0,1,0,4
7042,202008,0,5,0,0,0,0,0,4
7043,202005,6,0,0,1,0,4,1,6
7043,202006,1,1,0,0,0,1,1,7
7043,202007,8,4,0,0,0,6,1,15
7043,202008,2,12,0,0,0,0,1,17
7044,202005,2,2,0,0,0,0,0,2
7044,202006,2,1,0,2,0,1,2,4
7044,202007,2,1,0,0,0,0,2,6
7044,202008,0,5,0,0,0,0,2,6
7045,202005,1,0,0,0,0,0,0,1
7045,202006,5,1,0,4,0,0,4,6
7045,202007,0,2,0,0,0,0,4,6
7045,202008,0,7,0,0,0,0,4,6
7046,202004,0,1,0,0,0,0,0,0
7046,202005,1,4,0,0,0,1,0,1
7046,202006,5,0,0,2,0,1,2,6
7046,202007,2,3,0,2,0,0,4,8
7046,202008,0,8,0,0,0,0,4,8
7047,202004,1,1,0,0,0,1,0,1
7047,202005,1,0,0,0,0,1,0,2
7047,202006,3,1,0,1,0,1,1,5
7047,202007,3,1,0,0,0,0,1,8
7047,202009,0,0,1,0,0,0,1,8
7048,202003,0,1,0,0,0,0,0,0
7048,202004,1,1,0,1,0,1,1,1
7048,202005,10,0,0,3,0,6,4,11
7048,202006,11,6,0,2,0,5,6,22
7048,202007,7,7,0,0,0,1,6,29
7048,202008,2,16,0,0,0,0,6,31
7048,202009,0,0,2,0,0,0,6,31
7049,202005,0,1,0,0,0,0,0,0
7049,202008,2,5,0,0,0,0,0,2
7050,202006,2,2,0,0,0,1,0,2
7050,202007,10,0,0,1,0,2,1,12
7050,202008,1,0,0,0,0,0,1,13
7051,202005,5,4,0,2,0,3,2,5
7051,202006,21,0,3,4,0,1,6,26
7051,202007,2,2,1,0,0,0,6,28
7051,202008,2,3,0,1,0,0,7,30
7052,202004,0,2,0,0,0,0,0,0
7052,202005,5,11,0,2,0,2,2,5
7052,202006,12,5,0,1,0,6,3,17
7052,202007,6,4,1,2,0,0,5,23
7052,202008,9,9,0,1,0,2,6,32
7052,202009,0,0,1,0,0,0,6,32
7053,202006,4,0,1,0,0,1,0,4
7053,202007,3,2,0,1,0,1,1,7
7053,202008,2,2,0,0,0,0,1,9
7053,202009,0,1,0,0,0,0,1,9
7054,202003,0,1,0,0,0,0,0,0
7054,202005,1,4,0,1,0,1,1,1
7054,202006,10,3,0,3,0,3,4,11
7054,202007,3,0,0,0,0,0,4,14
7054,202008,3,1,0,0,2,2,4,17
7055,202003,0,1,0,0,0,0,0,0
7055,202005,2,0,0,1,0,1,1,2
7055,202006,2,0,0,0,0,0,1,4
7055,202007,2,0,0,0,0,0,1,6
7056,202004,0,1,0,0,0,0,0,0
7056,202007,0,2,0,0,0,0,0,0
7056,202008,1,5,0,0,0,0,0,1
7057,202004,2,2,0,1,0,1,1,2
7057,202005,13,6,0,2,0,9,3,15
7057,202006,32,1,2,14,0,8,17,47
7057,202007,6,12,0,2,0,2,19,53
7057,202008,3,20,1,0,0,0,19,56
7058,202005,3,0,0,1,0,0,1,3
7058,202006,1,0,0,0,0,0,1,4
7059,202003,0,1,0,0,0,0,0,0
7059,202004,8,11,0,2,0,3,2,8
7059,202005,33,18,5,10,0,13,12,41
7059,202006,23,2,1,7,0,5,19,64
7059,202007,16,37,1,2,0,9,21,80
7059,202008,8,55,1,0,0,1,21,88
7059,202009,0,4,4,0,0,0,21,88
7060,202005,0,3,0,0,0,0,0,0
7060,202006,1,1,0,0,0,1,0,1
7060,202007,1,3,0,0,0,1,0,2
7060,202008,0,1,0,0,0,0,0,2
7061,202003,0,4,0,0,0,0,0,0
7061,202004,2,5,0,0,0,2,0,2
7061,202005,11,12,0,2,0,4,2,13
7061,202006,69,15,0,16,0,20,18,82
7061,202007,37,16,0,8,0,8,26,119
7061,202008,4,9,5,2,0,0,28,123
7061,202009,2,4,1,0,2,2,28,125
7062,202004,0,1,0,0,0,0,0,0
7062,202005,3,2,0,0,0,0,0,3
7062,202006,5,0,0,1,0,1,1,8
7062,202007,1,1,0,0,0,0,1,9
7062,202008,3,3,0,0,0,0,1,12
7063,202006,1,0,0,1,0,0,1,1
7064,202004,0,1,0,0,0,0,0,0
7064,202005,1,0,0,0,0,0,0,1
7064,202007,0,1,0,0,0,0,0,1
7064,202008,1,11,0,0,0,0,0,2
7065,202003,1,7,0,0,0,0,0,1
7065,202004,11,29,0,0,0,6,0,12
7065,202005,38,12,0,6,0,7,6,50
7065,202006,44,18,0,6,0,17,12,94
7065,202007,21,27,0,3,0,7,15,115
7065,202008,14,62,0,0,0,2,15,129
7065,202009,0,3,3,0,0,0,15,129
7066,202008,2,8,0,0,0,0,0,2
7067,202006,0,1,0,0,0,0,0,0
7067,202008,1,0,0,0,0,0,0,1
7068,202003,0,1,0,0,0,0,0,0
7068,202004,2,6,0,0,0,2,0,2
7068,202005,27,13,0,0,0,18,0,29
7068,202006,36,17,0,1,0,9,1,65
7068,202007,20,20,1,2,0,4,3,85
7068,202008,18,31,1,0,0,4,3,103
7068,202009,0,6,1,0,0,0,3,103
7069,202004,0,3,0,0,0,0,0,0
7069,202005,10,6,0,0,0,6,0,10
7069,202006,13,2,0,3,0,5,3,23
7069,202007,5,1,0,1,0,0,4,28
7069,202008,0,2,0,0,0,0,4,28
7070,202005,1,0,0,0,0,1,0,1
7070,202007,1,0,0,1,0,0,1,2
7070,202008,0,5,0,0,0,0,1,2
7071,202004,0,1,0,0,0,0,0,0
7071,202005,1,1,0,0,0,0,0,1
7071,202006,5,0,0,0,0,2,0,6
7071,202007,1,1,0,1,0,0,1,7
7072,202005,1,0,0,0,0,0,0,1
7072,202006,1,1,0,0,0,0,0,2
7072,202007,3,2,0,0,0,1,0,5
7072,202008,0,2,0,0,0,0,0,5
7073,202005,1,2,0,0,0,1,0,1
7073,202006,0,2,0,0,0,0,0,1
7074,202004,7,6,0,1,0,5,1,7
7074,202005,45,14,0,6,0,10,7,52
7074,202006,21,10,0,5,0,7,12,73
7074,202007,35,10,0,5,0,8,17,108
7074,202008,18,15,2,1,3,4,18,126
7074,202009,0,0,1,0,0,0,18,126
7075,202005,1,0,0,0,0,0,0,1
7075,202006,2,0,1,1,0,1,1,3
7075,202007,2,3,0,0,0,0,1,5
7075,202008,2,6,1,0,0,0,1,7
7076,202005,3,2,0,1,0,2,1,3
7076,202006,4,0,0,0,0,0,1,7
7076,202007,1,1,0,0,0,0,1,8
7076,202008,1,1,0,0,0,0,1,9
7077,202004,1,4,0,0,0,0,0,1
7077,202005,3,1,0,0,0,1,0,4
7077,202006,6,2,0,1,0,3,1,10
7077,202007,3,1,0,2,0,1,3,13
7077,202008,2,6,0,0,0,0,3,15
7078,202002,0,1,0,0,0,0,0,0
7078,202003,3,8,0,0,0,3,0,3
7078,202004,14,18,0,1,0,8,1,17
7078,202005,144,79,1,20,0,57,21,161
7078,202006,116,49,0,18,0,25,39,277
7078,202007,61,66,0,6,0,11,45,338
7078,202008,17,46,2,2,2,3,47,355
7078,202009,0,4,1,0,0,0,47,355
7079,202004,0,3,0,0,0,0,0,0
7079,202005,8,5,0,1,0,3,1,8
7079,202006,9,4,1,2,0,1,3,17
7079,202007,4,3,0,0,0,2,3,21
7079,202008,2,7,0,0,0,1,3,23
7079,202009,0,1,0,0,0,0,3,23
7080,202005,0,2,0,0,0,0,0,0
7080,202006,2,0,0,0,0,2,0,2
7080,202007,2,2,0,1,0,0,1,4
7080,202008,7,5,0,0,0,0,1,11
7081,202004,0,2,0,0,0,0,0,0
7081,202005,12,5,0,2,0,10,2,12
7081,202006,3,1,0,0,0,0,2,15
7081,202007,0,1,0,0,0,0,2,15
7081,202008,0,5,0,0,0,0,2,15
7082,202007,1,0,0,0,0,0,0,1
7083,202005,5,0,0,0,0,4,0,5
7083,202006,3,1,0,1,0,1,1,8
7083,202007,2,1,0,1,0,1,2,10
7083,202008,1,1,0,0,1,1,2,11
7084,202005,0,1,0,0,0,0,0,0
7084,202006,4,1,0,0,0,3,0,4
7084,202007,2,3,0,0,0,2,0,6
7085,202004,1,1,0,1,0,1,1,1
7085,202006,5,1,0,1,0,0,2,6
7085,202008,4,5,0,0,0,0,2,10
7086,202003,0,2,0,0,0,0,0,0
7086,202004,1,3,0,0,0,0,0,1
7086,202005,7,1,0,1,0,4,1,8
7086,202006,9,6,0,3,0,1,4,17
7086,202007,3,4,0,0,0,0,4,20
7086,202008,0,6,0,0,0,0,4,20
7087,202004,0,1,0,0,0,0,0,0
7087,202005,4,1,0,1,0,1,1,4
7087,202006,10,3,0,5,0,4,6,14
7087,202007,3,0,0,1,0,0,7,17
7087,202008,0,3,2,0,0,0,7,17
7088,202007,0,2,0,0,0,0,0,0
7089,202003,3,12,0,1,0,3,1,3
7089,202004,22,34,0,2,0,14,3,25
7089,202005,329,88,0,67,0,180,70,354
7089,202006,459,104,14,87,0,107,157,813
7089,202007,101,84,3,28,0,19,185,914
7089,202008,79,99,10,1,9,20,186,993
7089,202009,3,4,0,0,3,3,186,996
7091,202004,1,0,0,0,0,0,0,1
7091,202005,1,1,0,0,0,0,0,2
7091,202006,2,2,0,1,0,2,1,4
7091,202007,2,0,0,1,0,0,2,6
7091,202008,1,3,0,1,1,1,3,7
7092,202004,2,6,0,0,0,2,0,2
7092,202005,7,0,0,4,0,6,4,9
7092,202006,4,1,0,1,0,1,5,13
7092,202007,5,5,0,2,0,1,7,18
7092,202008,5,12,0,1,0,0,8,23
7092,202009,0,0,1,0,0,0,8,23
7093,202004,0,1,0,0,0,0,0,0
7093,202005,0,1,0,0,0,0,0,0
7093,202008,1,8,0,0,0,0,0,1
7094,202004,1,3,0,0,0,0,0,1
7094,202005,3,1,0,0,0,2,0,4
7094,202006,2,1,0,0,0,1,0,6
7094,202007,2,3,0,0,0,0,0,8
7094,202008,1,9,0,0,0,0,0,9
7094,202009,0,0,1,0,0,0,0,9
7096,202004,2,0,0,0,0,0,0,2
7096,202005,3,1,0,1,0,1,1,5
7096,202006,8,2,0,2,0,1,3,13
7096,202007,2,2,0,1,0,0,4,15
7096,202008,0,2,0,0,0,0,4,15
7097,202004,18,20,0,1,0,13,1,18
7097,202005,22,19,0,6,0,11,7,40
7097,202006,57,5,0,15,0,16,22,97
7097,202007,39,37,0,7,0,11,29,136
7097,202008,21,43,0,1,1,2,30,157
7097,202009,1,0,1,0,1,1,30,158
7098,202005,1,2,0,0,0,0,0,1
7099,202003,0,2,0,0,0,0,0,0
7099,202004,0,2,0,0,0,0,0,0
7099,202005,1,2,0,0,0,0,0,1
7099,202006,7,2,0,4,0,1,4,8
7099,202007,4,0,0,1,0,1,5,12
7099,202008,0,3,0,0,0,0,5,12
7100,202004,7,1,0,1,0,1,1,7
7100,202005,2,0,0,0,0,0,1,9
7100,202006,2,0,0,0,0,1,1,11
7100,202007,1,0,0,0,0,0,1,12
7100,202008,1,0,0,0,0,0,1,13
7101,202001,0,2,0,0,0,0,0,0
7101,202002,1,3,0,0,0,1,0,1
7101,202003,8,62,0,0,0,7,0,9
7101,202004,63,154,0,4,0,37,4,72
7101,202005,806,376,2,89,0,474,93,878
7101,202006,1170,332,37,182,0,281,275,2048
7101,202007,289,226,4,82,0,43,357,2337
7101,202008,85,255,7,16,7,13,373,2422
7101,202009,2,8,12,0,2,2,373,2424
7102,202004,0,3,0,0,0,0,0,0
7102,202005,6,2,2,1,0,2,1,6
7102,202006,25,5,0,2,0,6,3,31
7102,202007,6,3,0,1,0,2,4,37
7102,202008,2,6,1,0,0,0,4,39
7103,202004,0,2,0,0,0,0,0,0
7103,202005,1,0,0,1,0,0,1,1
7103,202006,9,0,0,3,0,1,4,10
7103,202007,2,0,0,1,0,1,5,12
7103,202008,0,3,2,0,0,0,5,12
7104,202004,0,1,0,0,0,0,0,0
7104,202005,3,1,1,2,0,0,2,3
7104,202006,3,1,0,0,0,2,2,6
7104,202007,2,0,0,0,0,0,2,8
7104,202008,0,1,0,0,0,0,2,8
7104,202009,0,0,1,0,0,0,2,8
7105,202004,0,1,0,0,0,0,0,0
7105,202005,0,1,0,0,0,0,0,0
7105,202006,5,0,1,0,0,1,0,5
7105,202007,2,0,0,1,0,0,1,7
7105,202008,1,3,0,0,0,0,1,8
7106,202003,0,1,0,0,0,0,0,0
7106,202004,3,2,0,2,0,3,2,3
7106,202005,40,13,1,6,0,15,8,43
7106,202006,28,18,0,8,0,5,16,71
7106,202007,11,4,1,3,0,3,19,82
7106,202008,3,4,1,2,0,0,21,85
7107,202004,1,0,0,0,0,1,0,1
7107,202005,7,6,0,0,0,2,0,8
7107,202006,7,2,0,2,0,2,2,15
7107,202007,11,6,0,2,0,7,4,26
7107,202008,0,10,0,0,0,0,4,26
7107,202009,0,0,1,0,0,0,4,26
7108,202004,3,8,0,0,0,1,0,3
7108,202005,13,14,0,1,0,6,1,16
7108,202006,23,6,0,1,0,8,2,39
7108,202007,13,4,0,2,0,5,4,52
7108,202008,13,25,1,1,0,1,5,65
7109,202003,0,3,0,0,0,0,0,0
7109,202004,4,4,0,0,0,4,0,4
7109,202005,12,4,0,1,0,4,1,16
7109,202006,7,3,0,0,0,1,1,23
7109,202007,4,3,0,1,0,1,2,27
7109,202008,0,2,0,0,0,0,2,27
7110,202005,1,0,0,0,0,0,0,1
7110,202008,1,1,0,1,0,0,1,2
7111,202004,0,1,0,0,0,0,0,0
7111,202005,2,2,0,0,0,0,0,2
7111,202006,0,1,0,0,0,0,0,2
7111,202007,1,1,0,0,0,0,0,3
7111,202008,1,6,0,0,0,1,0,4
7111,202009,0,0,1,0,0,0,0,4
7112,202007,0,3,0,0,0,0,0,0
7112,202008,0,7,0,0,0,0,0,0
7113,202004,0,1,0,0,0,0,0,0
7113,202008,0,5,0,0,0,0,0,0
7114,202004,0,2,0,0,0,0,0,0
7114,202005,8,9,0,0,0,0,0,8
7114,202006,12,1,0,6,0,4,6,20
7114,202007,19,7,3,0,0,3,6,39
7114,202008,0,3,0,0,0,0,6,39
7115,202005,0,2,0,0,0,0,0,0
7116,202004,0,1,0,0,0,0,0,0
7116,202005,0,1,0,0,0,0,0,0
7116,202006,2,0,0,0,0,0,0,2
7116,202007,2,0,0,1,0,0,1,4
7116,202008,1,0,0,0,0,0,1,5
7117,202007,1,1,0,0,0,0,0,1
7117,202008,3,0,0,0,0,0,0,4
7118,202007,0,1,0,0,0,0,0,0
7119,202008,1,6,0,0,0,0,0,1
7122,202005,4,0,0,0,0,4,0,4
7122,202006,4,2,0,0,0,2,0,8
7122,202007,1,1,0,0,0,1,0,9
7122,202008,4,3,0,0,1,2,0,13
7122,202009,0,1,0,0,0,0,0,13
7123,202005,2,0,0,0,0,1,0,2
7124,202005,1,0,0,0,0,0,0,1
7124,202007,0,4,0,0,0,0,0,1
8001,202004,2,1,0,0,0,1,0,2
8001,202005,2,2,0,0,0,0,0,4
8001,202006,1,3,0,0,0,0,0,5
8001,202007,2,1,0,0,0,1,0,7
8001,202008,2,1,2,0,0,0,0,9
8002,202004,1,3,0,0,0,1,0,1
8002,202005,1,5,1,0,0,1,0,2
8002,202006,2,3,0,0,0,1,0,4
8002,202007,4,8,2,0,0,2,0,8
8002,202008,2,2,7,0,0,1,0,10
8002,202009,1,0,0,0,1,1,0,11
8003,202005,2,3,0,0,0,1,0,2
8003,202006,2,2,0,1,0,1,1,4
8003,202007,1,5,1,0,0,0,1,5
8003,202008,0,0,1,0,0,0,1,5
8004,202004,0,1,0,0,0,0,0,0
8004,202006,0,1,1,0,0,0,0,0
8004,202007,1,1,1,0,0,1,0,1
8004,202008,9,0,5,1,0,2,1,10
8004,202009,0,0,36,0,0,0,1,10
8005,202004,1,2,0,1,0,0,1,1
8005,202005,3,4,0,0,0,1,1,4
8005,202006,4,4,0,2,0,2,3,8
8005,202007,23,6,0,3,0,3,6,31
8005,202008,4,3,5,0,0,0,6,35
8006,202004,5,1,0,1,0,1,1,5
8006,202006,0,1,0,0,0,0,1,5
8006,202007,2,2,0,0,0,1,1,7
8006,202008,0,0,2,0,0,0,1,7
8007,202003,0,1,0,0,0,0,0,0
8007,202005,0,1,0,0,0,0,0,0
8007,202006,1,1,0,1,0,0,1,1
8007,202007,0,2,0,0,0,0,1,1
8007,202008,0,0,1,0,0,0,1,1
8008,202005,0,1,0,0,0,0,0,0
8008,202006,0,1,0,0,0,0,0,0
8008,202007,3,0,0,0,0,0,0,3
8008,202008,1,1,1,0,0,0,0,4
8009,202004,1,5,0,0,0,1,0,1
8009,202005,1,5,0,0,0,0,0,2
8009,202006,9,10,1,1,0,3,1,11
8009,202007,16,9,6,0,0,6,1,27
8009,202008,12,1,42,0,0,0,1,39
8009,202009,0,0,4,0,0,0,1,39
8010,202004,1,2,0,1,0,1,1,1
8010,202005,1,0,0,0,0,0,1,2
8010,202007,1,2,0,1,0,1,2,3
8010,202008,0,0,3,0,0,0,2,3
8011,202003,0,1,0,0,0,0,0,0
8011,202004,1,10,0,1,0,0,1,1
8011,202005,3,5,0,1,0,3,2,4
8011,202006,9,1,1,1,0,4,3,13
8011,202007,12,3,3,3,0,2,6,25
8011,202008,5,5,14,1,0,1,7,30
8011,202009,0,0,2,0,0,0,7,30
8012,202004,0,2,0,0,0,0,0,0
8012,202005,0,3,0,0,0,0,0,0
8012,202006,0,2,0,0,0,0,0,0
8012,202007,2,2,0,0,0,1,0,2
8012,202008,0,1,2,0,0,0,0,2
8013,202003,0,1,0,0,0,0,0,0
8013,202004,0,5,1,0,0,0,0,0
8013,202005,0,1,2,0,0,0,0,0
8013,202006,4,2,0,1,0,1,1,4
8013,202007,2,5,1,1,0,0,2,6
8013,202008,0,3,2,0,0,0,2,6
8014,202005,1,0,0,1,0,1,1,1
8014,202007,2,0,0,2,0,0,3,3
8015,202007,0,1,0,0,0,0,0,0
8016,202007,1,0,0,0,0,0,0,1
8017,202003,0,3,0,0,0,0,0,0
8017,202004,6,25,0,1,0,3,1,6
8017,202005,18,58,1,1,0,4,2,24
8017,202006,32,55,2,3,0,10,5,56
8017,202007,168,117,14,22,0,67,27,224
8017,202008,103,74,134,8,0,1,35,327
8017,202009,0,0,27,0,0,0,35,327
8018,202004,0,1,0,0,0,0,0,0
8018,202006,0,1,0,0,0,0,0,0
8018,202007,0,0,1,0,0,0,0,0
8018,202008,1,0,3,0,0,1,0,1
8019,202002,0,2,0,0,0,0,0,0
8019,202003,5,37,0,0,0,4,0,5
8019,202004,181,255,1,40,0,118,40,186
8019,202005,313,534,74,36,0,79,76,499
8019,202006,292,394,75,35,0,78,111,791
8019,202007,450,513,273,53,0,146,164,1241
8019,202008,478,527,918,42,31,82,206,1719
8019,202009,1,0,117,0,1,1,206,1720
8020,202007,1,5,0,0,0,0,0,1
8020,202008,0,0,2,0,0,0,0,1
8021,202003,0,6,0,0,0,0,0,0
8021,202004,7,47,0,0,0,6,0,7
8021,202005,29,139,4,4,0,12,4,36
8021,202006,101,125,1,9,0,51,13,137
8021,202007,238,153,23,33,0,65,46,375
8021,202008,108,82,85,10,0,7,56,483
8021,202009,0,0,4,0,0,0,56,483
8022,202008,0,0,1,0,0,0,0,0
8023,202004,1,0,0,0,0,1,0,1
8023,202006,1,0,0,1,0,1,1,2
8023,202007,1,0,0,1,0,0,2,3
8023,202008,0,1,0,0,0,0,2,3
8024,202006,0,0,1,0,0,0,0,0
8024,202007,0,1,0,0,0,0,0,0
8024,202008,0,0,1,0,0,0,0,0
8025,202006,3,1,0,1,0,2,1,3
8025,202007,7,4,2,0,0,3,1,10
8025,202008,5,3,2,1,0,0,2,15
8026,202006,1,1,0,0,0,0,0,1
8026,202007,3,0,0,0,0,2,0,4
8026,202008,1,0,5,0,0,0,0,5
8027,202003,0,1,0,0,0,0,0,0
8027,202004,4,18,0,0,0,2,0,4
8027,202005,8,15,1,0,0,4,0,12
8027,202006,5,23,0,0,0,2,0,17
8027,202007,8,18,0,1,0,3,1,25
8027,202008,8,23,13,0,0,0,1,33
8028,202004,2,0,0,2,0,0,2,2
8028,202005,0,1,0,0,0,0,2,2
8028,202006,0,1,0,0,0,0,2,2
8028,202007,1,1,0,0,0,0,2,3
8029,202003,0,1,0,0,0,0,0,0
8029,202004,1,0,0,0,0,1,0,1
8029,202005,2,4,0,0,0,1,0,3
8029,202006,3,2,0,0,0,2,0,6
8029,202007,0,2,0,0,0,0,0,6
8029,202008,1,0,0,0,0,0,0,7
8030,202003,0,1,0,0,0,0,0,0
8030,202004,0,1,0,0,0,0,0,0
8030,202005,1,5,0,0,0,0,0,1
8030,202007,2,5,0,0,0,0,0,3
8030,202008,1,0,3,1,0,0,1,4
8031,202004,1,1,0,0,0,0,0,1
8031,202005,0,3,0,0,0,0,0,1
8031,202006,1,2,1,0,0,1,0,2
8031,202007,4,7,0,1,0,3,1,6
8031,202008,5,0,7,3,0,0,4,11
8031,202009,0,0,2,0,0,0,4,11
8032,202001,0,3,0,0,0,0,0,0
8032,202003,0,2,0,0,0,0,0,0
8032,202004,4,21,0,0,0,3,0,4
8032,202005,52,91,0,4,0,22,4,56
8032,202006,37,59,1,3,0,9,7,93
8032,202007,79,70,3,3,0,39,10,172
8032,202008,64,69,141,2,0,9,12,236
8032,202009,0,0,16,0,0,0,12,236
8034,202005,2,1,0,1,0,0,1,2
8034,202008,0,0,1,0,0,0,1,2
8035,202005,2,0,0,0,0,0,0,2
8035,202006,2,2,0,0,0,2,0,4
8035,202007,5,1,0,1,0,1,1,9
8035,202008,2,0,2,1,0,0,2,11
8036,202003,0,1,0,0,0,0,0,0
8036,202004,1,2,0,0,0,1,0,1
8036,202005,3,7,0,0,0,1,0,4
8036,202006,12,9,1,2,0,7,2,16
8036,202007,10,11,1,0,0,2,2,26
8036,202008,3,1,15,0,0,0,2,29
8036,202009,0,0,1,0,0,0,2,29
8037,202002,0,3,0,0,0,0,0,0
8037,202003,28,87,2,13,0,24,13,28
8037,202004,613,279,35,153,0,365,166,641
8037,202005,1385,859,80,274,0,426,440,2026
8037,202006,848,737,69,164,0,274,604,2874
8037,202007,935,918,110,118,0,281,722,3809
8037,202008,715,617,533,50,76,163,772,4524
8037,202009,3,0,95,0,2,2,772,4527
8038,202004,2,4,0,0,0,1,0,2
8038,202005,0,1,0,0,0,0,0,2
8038,202006,1,1,0,0,0,1,0,3
8038,202007,0,2,0,0,0,0,0,3
8038,202008,1,1,1,1,0,0,1,4
8039,202005,1,0,0,0,0,0,0,1
8039,202007,1,2,0,0,0,0,0,2
8039,202008,0,0,2,0,0,0,0,2
8040,202004,0,1,0,0,0,0,0,0
8040,202005,3,2,0,1,0,2,1,3
8040,202006,0,3,0,0,0,0,1,3
8040,202007,1,2,0,0,0,0,1,4
8040,202008,4,1,6,0,0,0,1,8
8041,202004,0,1,0,0,0,0,0,0
8042,202004,0,2,0,0,0,0,0,0
8042,202005,0,2,0,0,0,0,0,0
